Data;Nível (cm)
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;557             
15/11/2018;558             
15/11/2018;558             
15/11/2018;558             
15/11/2018;557             
15/11/2018;558             
15/11/2018;558             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;558             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
15/11/2018;557             
16/11/2018;556             
16/11/2018;556             
16/11/2018;557             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;556             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;554             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;555             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;554             
16/11/2018;553             
16/11/2018;554             
16/11/2018;554             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;554             
16/11/2018;554             
16/11/2018;553             
16/11/2018;553             
16/11/2018;554             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;554             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
16/11/2018;553             
17/11/2018;553             
17/11/2018;553             
17/11/2018;553             
17/11/2018;553             
17/11/2018;553             
17/11/2018;552             
17/11/2018;553             
17/11/2018;553             
17/11/2018;553             
17/11/2018;552             
17/11/2018;553             
17/11/2018;553             
17/11/2018;553             
17/11/2018;553             
17/11/2018;553             
17/11/2018;553             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;552             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;552             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;550             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;551             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;551             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
17/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;549             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;550             
18/11/2018;549             
18/11/2018;550             
18/11/2018;549             
18/11/2018;549             
18/11/2018;550             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;549             
18/11/2018;550             
18/11/2018;549             
18/11/2018;550             
18/11/2018;551             
18/11/2018;551             
18/11/2018;552             
18/11/2018;552             
18/11/2018;552             
18/11/2018;551             
18/11/2018;551             
18/11/2018;551             
18/11/2018;552             
18/11/2018;552             
18/11/2018;552             
18/11/2018;552             
18/11/2018;552             
18/11/2018;552             
18/11/2018;551             
18/11/2018;550             
18/11/2018;551             
18/11/2018;551             
18/11/2018;551             
18/11/2018;553             
18/11/2018;552             
18/11/2018;553             
18/11/2018;553             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;554             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
18/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;554             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;554             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;555             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;555             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
19/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;553             
20/11/2018;554             
20/11/2018;553             
20/11/2018;554             
20/11/2018;554             
20/11/2018;554             
20/11/2018;553             
20/11/2018;554             
20/11/2018;553             
20/11/2018;554             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;554             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
20/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;553             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;552             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;551             
21/11/2018;550             
21/11/2018;551             
21/11/2018;551             
21/11/2018;550             
21/11/2018;550             
21/11/2018;550             
21/11/2018;550             
21/11/2018;550             
21/11/2018;550             
21/11/2018;551             
21/11/2018;550             
21/11/2018;550             
21/11/2018;550             
21/11/2018;550             
21/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;549             
22/11/2018;550             
22/11/2018;550             
22/11/2018;550             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;549             
22/11/2018;548             
22/11/2018;549             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;548             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;547             
22/11/2018;546             
22/11/2018;546             
22/11/2018;546             
22/11/2018;546             
22/11/2018;546             
22/11/2018;546             
22/11/2018;546             
22/11/2018;546             
22/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;546             
23/11/2018;550             
23/11/2018;546             
23/11/2018;548             
23/11/2018;548             
23/11/2018;551             
23/11/2018;550             
23/11/2018;550             
23/11/2018;550             
23/11/2018;550             
23/11/2018;549             
23/11/2018;551             
23/11/2018;552             
23/11/2018;550             
23/11/2018;550             
23/11/2018;550             
23/11/2018;550             
23/11/2018;550             
23/11/2018;552             
23/11/2018;552             
23/11/2018;551             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;553             
23/11/2018;552             
23/11/2018;551             
23/11/2018;552             
23/11/2018;553             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;553             
23/11/2018;553             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
23/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;551             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;551             
24/11/2018;552             
24/11/2018;551             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;551             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;551             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;551             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
24/11/2018;552             
25/11/2018;552             
25/11/2018;552             
25/11/2018;552             
25/11/2018;552             
25/11/2018;552             
25/11/2018;552             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
25/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;552             
26/11/2018;551             
26/11/2018;552             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;551             
26/11/2018;552             
26/11/2018;551             
26/11/2018;551             
27/11/2018;552             
27/11/2018;551             
27/11/2018;551             
27/11/2018;551             
27/11/2018;551             
27/11/2018;552             
27/11/2018;551             
27/11/2018;551             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;551             
27/11/2018;552             
27/11/2018;552             
27/11/2018;551             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
27/11/2018;552             
